ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Air Temp (F),Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),FIRE_SIZE
0.24,0.0,499.0,17.2,82.3,46.0,5.5,131.5,74.0,0.1
0.25,0.0,530.0,17.6,80.5,50.0,6.3,151.4,76.0,0.01
0.12,0.0,327.0,21.8,78.4,66.0,2.1,50.9,80.6,0.01
0.17,0.0,489.0,17.9,79.1,53.0,1.3,32.4,74.4,0.2
0.16,0.0,453.0,18.1,71.7,68.0,4.3,103.0,82.7,0.25
0.14,0.0,453.0,19.1,73.2,68.0,1.6,38.2,74.2,0.25
0.17,0.0,483.0,13.2,60.6,73.0,4.4,104.5,66.69276448265181,0.1
0.19,0.0,556.0,13.2,69.2,54.0,2.4,57.8,75.5,0.12
0.19,0.0,505.0,13.3,66.4,60.0,3.5,83.3,66.69276448265181,0.1
0.23,0.0,531.0,13.4,82.8,35.0,4.0,95.9,79.3,0.01
0.2,0.0,714.0,14.6,81.8,39.0,3.5,83.5,73.4,100.0
0.23,0.0,590.0,14.2,80.1,41.0,3.6,85.5,73.6,0.01
0.12,0.013054172024704328,471.0,12.059313085129547,72.2,55.74606916779595,4.2049462988788875,100.90978211653054,71.3,0.1
0.23,0.0,520.0,14.0,77.2,44.0,5.2,123.8,71.1,0.01
0.19,0.0,518.0,15.0,82.8,39.0,1.2,29.3,73.7,0.01
0.13,0.02,379.0,19.3,70.0,77.0,4.0,96.5,69.6,1.0
0.26,0.0,398.0,0.2,76.2,1.0,7.9,190.6,77.7,0.1
0.16,0.0,480.0,20.2,74.0,70.0,2.1,50.5,73.3,0.01
0.14,0.0,396.0,15.6,75.3,52.0,1.4,34.4,73.5,0.01
0.13,0.06,373.0,27.4,80.9,76.0,4.0,95.8,86.8,1.0
0.13,0.06,373.0,27.4,80.9,76.0,4.0,95.8,86.8,323.0
0.17,0.0,508.0,16.9,76.7,54.0,1.3,30.5,72.8,1.0
0.15,0.01,466.0,8.0,56.9,50.0,2.5,59.4,57.7,0.1
0.15,0.0,443.0,20.6,71.7,77.0,2.9,69.9,74.6,0.12
0.25,0.0,503.0,18.9,90.4,39.0,5.0,119.0,82.9,1.0
0.19,0.0,459.0,13.5,76.7,43.0,3.6,87.4,73.2,0.1
0.22,0.0,509.0,14.9,86.3,35.0,3.8,92.1,82.3,0.2
0.14,0.06,373.0,11.0,62.7,57.0,2.4,56.5,65.8,1.0
0.14,0.06,373.0,11.0,62.7,57.0,2.4,56.5,65.8,0.01
0.27,0.0,499.0,11.0,91.5,22.0,5.6,135.4,81.3,0.01
0.18,0.0,500.0,16.4,77.6,51.0,2.8,67.6,72.9,0.1
0.16,0.0,447.0,13.9,64.3,68.0,3.6,86.3,66.69276448265181,1.0
0.19,0.0,482.0,12.0,74.6,41.0,3.0,71.3,78.8,0.1
0.12,0.013054172024704328,471.0,12.059313085129547,72.2,55.74606916779595,4.2049462988788875,100.90978211653054,71.3,0.1
0.05,0.0,175.0,15.8,62.1,83.0,3.9,93.5,66.69276448265181,0.12
0.23,0.0,473.0,14.3,82.8,37.0,5.9,140.5,79.9,1.0
0.14,0.0,391.0,11.5,60.9,63.0,3.2,76.0,65.3,0.1
0.04,0.33,158.0,15.0,60.8,82.0,5.0,118.9,68.6,0.1
0.06,0.21,287.0,10.1,47.1,91.0,4.0,96.4,57.2,0.1
0.15,0.0,452.0,13.9,62.7,71.0,2.3,56.1,67.7,1.0
0.12,0.0,357.0,14.8,62.4,77.0,4.0,96.1,66.3,1.0
0.15,0.0,446.0,14.3,62.8,73.0,4.0,97.0,67.7,0.01
0.13,0.0,431.0,17.4,67.5,76.0,3.4,82.0,70.3,1.0
0.15,0.0,446.0,19.1,71.8,72.0,4.2,100.7,70.2,0.01
0.18,0.0,381.0,14.0,77.1,44.0,4.0,96.6,69.5,1.0
0.19,0.0,421.0,13.2,74.2,46.0,5.1,122.2,68.2,0.05
0.18,0.0,412.0,17.2,79.9,49.0,6.4,154.5,70.2,0.01
0.15,0.0,411.0,10.0,77.7,31.0,1.1,25.6,68.6,11.0
0.2,0.0,458.0,12.3,78.4,37.0,3.5,83.8,74.4,11.0
0.16,0.0,398.0,8.8,76.2,28.0,2.8,66.4,70.6,0.1
0.2,0.0,446.0,10.5,82.6,28.0,3.2,75.9,66.69276448265181,1.0
0.16,0.0,424.0,11.5,80.0,33.0,1.2,28.9,69.2,0.01
0.11,0.0,294.0,20.4,79.2,60.0,2.8,67.8,76.6,1.0
0.11,0.0,294.0,20.4,79.2,60.0,2.8,67.8,76.6,0.01
0.13,0.0,303.0,19.3,80.2,55.0,4.0,96.7,78.9,0.02
0.13,0.0,303.0,19.3,80.2,55.0,4.0,96.7,78.9,0.02
0.15,0.0,418.0,23.5,83.5,60.0,2.5,59.0,84.5,1.0
0.08,0.013054172024704328,264.0,12.059313085129547,70.8,55.74606916779595,4.2049462988788875,100.90978211653054,71.5,9.0
0.09,0.0,319.0,19.8,72.2,74.0,1.3,32.3,71.7,0.01
0.18,0.0,390.0,19.7,79.3,58.0,6.8,162.3,78.8,1.0
0.11,0.02,343.0,17.0,64.0,83.0,4.3,103.8,67.7,0.02
0.08,0.0,274.0,17.0,65.8,78.0,2.4,58.3,71.0,0.01
0.14,0.0,394.0,13.9,63.9,69.0,4.9,116.7,68.0,0.1
0.14,0.0,394.0,13.9,63.9,69.0,4.9,116.7,68.0,0.1
0.14,0.0,394.0,13.9,63.9,69.0,4.9,116.7,68.0,0.1
0.11,0.0,365.0,13.6,68.2,58.0,1.3,31.8,67.9,0.1
0.16,0.0,395.0,7.1,69.8,29.0,3.6,86.9,66.1,0.01
0.12,0.0,350.0,8.6,68.5,36.0,1.3,30.1,65.5,0.1
0.11,0.0,352.0,3.0,46.0,28.0,2.7,64.2,47.1,0.01
0.11,0.0,317.0,12.8,68.7,53.0,2.9,69.6,68.6,0.01
0.24,0.0,353.0,10.1,77.9,31.0,10.7,257.5,72.3,0.1
0.14,0.07,400.0,13.4,67.9,57.0,3.8,90.8,67.2,0.1
0.12,0.0,305.0,13.1,69.9,52.0,6.1,146.3,73.4,0.01
0.18377807907948257,0.0,273.0,7.6,65.0,36.0,8.2,195.7,63.3,0.1
0.12,0.0,310.0,12.2,63.6,61.0,3.8,91.8,64.5,0.01
0.12,0.0,340.0,6.9,56.6,44.0,4.3,104.3,59.2,0.1
0.15,0.0,323.0,5.6,72.6,20.0,3.7,87.6,63.9,0.1
0.15,0.0,383.0,8.7,69.3,36.0,4.0,95.6,69.7,0.1
0.21,0.0,582.0,6.0,67.5,26.0,3.7,90.0,60.6,156.0
0.19,0.0,568.0,10.1,58.1,61.0,4.8,114.2,58.1,70.0
0.22,0.0,523.0,8.2,70.4,32.0,4.5,108.6,60.5,139.0
0.22,0.0,640.0,6.7,57.5,41.0,5.2,124.9,63.3,7474.0
0.19,0.0,581.0,11.0,60.0,62.0,5.3,127.5,65.6,47.0
0.21,0.0,641.0,12.2,66.1,56.0,2.5,58.9,70.5,45.0
0.27,0.0,672.0,10.9,74.6,37.0,4.3,102.0,70.2,1785.0
0.11,0.0,405.0,13.9,57.9,84.0,2.3,55.6,62.1,1109.0
0.19,0.0,599.0,12.4,59.4,72.0,3.4,81.3,71.3,28.0
0.26,0.06,703.0,10.6,65.2,50.0,5.0,120.5,66.69276448265181,8110.0
0.33,0.0,689.0,14.1,86.6,33.0,3.9,93.2,84.8,518.0
0.25,0.01,748.0,16.7,66.8,74.0,3.9,94.8,70.1,150.0
0.26,0.0,714.0,9.3,66.9,41.0,5.8,138.9,65.8,50.0
0.18377807907948257,0.0,597.0,14.6,58.4,88.0,6.8,162.8,65.9,12518.0
0.18377807907948257,0.0,604.0,13.7,56.3,89.0,6.1,146.8,64.3,215.0
0.19,0.06,567.0,14.4,69.4,59.0,3.0,73.0,73.5,4824.0
0.2,0.0,398.0,8.9,67.2,39.0,9.0,215.9,61.6,15.0
0.14,0.0,429.0,5.8,55.1,39.0,3.6,87.2,55.8,1350.0
0.1,0.0,585.0,14.2,58.9,84.0,4.6,109.4,66.6,225.0
0.18,0.0,473.0,10.6,65.9,49.0,4.0,96.7,64.6,14.0
0.08,0.0,332.0,14.7,57.3,92.0,2.2,53.0,59.6,486.0
0.11,0.04,333.0,14.7,61.8,78.0,5.8,139.4,64.3,35.0
0.17,0.0,509.0,10.3,59.5,59.0,3.5,84.1,63.0,10.0
0.22,0.0,574.0,7.8,70.1,31.0,3.9,93.3,66.3,48.0
0.19,0.0,569.0,9.4,59.6,54.0,4.0,95.6,62.7,27.0
0.19,0.0,580.0,0.2,62.3,55.74606916779595,3.1,75.4,64.3,25.0
0.18,0.0,605.0,9.2,54.3,64.0,4.4,106.5,62.6,33.0
0.22,0.0,594.0,9.9,66.7,44.0,3.7,89.9,60.2,28.0
0.22,0.03,578.0,14.7,69.4,60.0,5.0,118.9,66.7,153.0
0.19,0.0,680.0,3.1,45.6,30.0,2.7,64.4,49.0,1503.0
0.25,0.0,462.0,10.0,68.0,43.0,10.7,257.6,59.1,760.0
0.36,0.0,628.0,6.9,75.2,23.0,10.7,257.8,65.8,670.0
0.24,0.0,710.0,9.4,66.7,42.0,3.7,87.9,63.3,55.0
0.22,0.0,687.0,5.9,69.4,24.0,1.0,24.0,66.9,41.0
0.27,0.0,631.0,10.3,73.5,36.0,3.7,88.6,74.7,1200.0
0.26,0.0,619.0,14.5,75.1,49.0,4.7,111.7,64.1,50.0
0.23,0.0,597.0,14.7,71.7,55.0,4.1,98.8,70.6,30.0
0.21,0.0,606.0,8.1,57.8,49.0,5.6,133.8,55.4,13.0
0.1,0.02,386.0,15.0,57.4,93.0,3.3,79.6,64.7,50.0
0.24,0.0,658.0,9.0,59.8,52.0,5.4,128.7,61.6,33.0
0.18,0.0,620.0,12.4,55.3,83.0,3.1,75.5,62.4,58.0
0.24,0.02,647.0,14.7,69.8,59.0,5.5,131.6,66.5,46.0
0.21,0.0,677.0,11.3,56.1,74.0,7.8,188.1,56.7,32.0
0.23,0.0,630.0,10.8,59.8,62.0,8.2,196.2,63.9,10.0
0.09,0.02,272.0,12.1,61.6,65.0,5.3,127.3,64.4,460.0
0.23,0.0,700.0,10.3,57.3,64.0,3.2,76.3,66.69276448265181,50.0
0.29,0.0,700.0,8.0,71.2,31.0,5.2,126.0,62.8,72.0
0.16,0.03,596.0,12.9,53.5,92.0,3.4,82.7,62.7,47.0
0.25,0.07,670.0,22.4,88.7,55.74606916779595,4.2,100.8,70.4,85.0
0.25,0.07,670.0,22.4,88.7,55.74606916779595,4.2,100.8,70.4,20.0
0.23,0.0,624.0,14.6,69.4,60.0,4.8,115.7,66.8,63.0
0.22,0.0,722.0,9.6,55.9,63.0,3.3,79.8,57.5,100.0
0.26,0.11,678.0,23.1,81.4,55.74606916779595,4.8,114.9,73.0,122.0
0.29,0.0,698.0,11.3,77.0,36.0,4.0,96.3,68.1,19.0
0.27,0.0,656.0,12.7,74.3,44.0,4.5,108.0,72.4,1044.0
0.4,0.0,864.0,4.9,96.2,8.0,6.2,148.2,82.8,62.0
0.04,0.0,251.0,18.3,67.7,79.0,3.5,84.2,72.1,2662.0
0.21,0.0,624.0,16.4,65.6,76.0,3.1,73.2,70.8,105.0
0.23,0.0,551.0,12.5,74.1,44.0,2.7,64.4,70.4,74.0
0.18377807907948257,0.0,558.0,15.7,60.9,86.0,7.2,173.1,74.1,444.0
0.25,0.0,633.0,19.0,78.4,57.0,3.9,92.7,82.0,35.0
0.04,0.0,251.0,18.3,67.7,79.0,3.5,84.2,72.1,9217.0
0.26,0.0,599.0,18.4,80.0,53.0,4.3,104.2,73.2,23.0
0.32,0.0,642.0,11.6,86.1,27.0,4.3,102.5,90.9,183.0
0.26,0.0,601.0,15.2,78.0,46.0,3.4,82.1,89.2,184.0
0.24,0.0,678.0,18.1,72.5,66.0,3.8,90.4,85.1,50.0
0.17,0.0,483.0,11.7,66.3,53.0,3.7,89.5,70.1,281893.0
0.2,0.0,496.0,5.7,74.3,20.0,3.1,74.8,67.7,15619.0
0.28,0.0,517.0,4.0,73.3,14.0,7.8,188.1,62.3,6049.0
0.19,0.0,510.0,10.1,74.1,35.0,3.2,75.6,65.5,422.0
0.18,0.0,520.0,11.2,62.8,57.0,6.3,151.5,60.7,300.0
0.18377807907948257,0.0,384.0,8.7,60.9,48.0,4.0,95.5,64.6,14.0
0.03,0.0,507.53144295362773,0.0,65.9018397777011,55.74606916779595,4.1,99.1,66.69276448265181,14.0
0.19,0.0,357.0,5.9,75.1,20.0,5.2,125.4,65.4,45.0
0.12,0.0,373.0,9.2,56.4,59.0,5.4,128.6,58.7,15.0
0.08,0.0,295.0,4.6,41.9,51.0,4.4,106.1,51.9,18.0
0.18,0.0,502.0,3.9,55.6,26.0,4.9,118.3,56.5,300.0
0.18,0.0,497.0,3.5,57.5,22.0,6.6,158.5,54.4,70.0
0.19,0.0,481.0,3.3,58.6,20.0,5.5,131.8,54.5,15.0
0.0,0.85,74.0,14.0,53.5,100.0,1.2,29.6,56.2,18.0
0.12,0.0,450.0,8.0,46.5,74.0,3.4,82.1,55.1,60.0
0.15,0.0,490.0,9.2,55.1,62.0,4.7,113.7,57.4,1261.0
0.21,0.22,581.0,9.8,69.8,40.0,3.4,80.8,65.8,10.0
0.15,0.0,424.0,0.0,59.8,55.74606916779595,3.4,82.3,62.2,175.0
0.16,0.0,762.0,13.5,62.6,70.0,2.7,65.4,60.6,10.0
0.16,0.0,0.0,13.5,52.7,99.0,1.4,32.5,61.2,11.0
0.18,0.0,529.0,14.1,64.8,67.0,3.5,84.4,60.7,17.0
0.08,0.0,326.0,14.3,58.4,86.0,4.1,99.4,64.0,38.0
0.15,0.0,557.0,12.3,54.8,84.0,3.3,79.2,64.2,10.0
0.15,0.0,517.0,13.2,58.2,80.0,2.3,55.8,61.7,12.0
0.18,0.0,520.0,0.0,60.3,55.74606916779595,5.4,129.6,64.9,155.0
0.23,0.0,649.0,5.1,66.6,23.0,3.2,75.9,63.4,20.0
0.18,0.03,623.0,9.4,55.9,62.0,3.2,77.6,61.5,60.0
0.18377807907948257,0.0,650.0,13.1,59.7,75.0,3.3,79.3,59.7,10.0
0.21,0.0,702.0,11.0,53.7,78.0,6.6,158.0,61.6,260.0
0.15,0.0,387.0,9.8,62.4,51.0,4.3,103.5,70.7,95.0
0.01,0.0,76.0,9.9,52.0,75.0,4.5,106.9,62.5,33.0
0.19,0.0,687.0,15.2,60.5,84.0,2.7,65.4,67.7,113.0
0.11,0.0,381.0,10.4,55.1,70.0,3.0,72.3,67.7,28.0
0.06,0.01,175.0,8.2,57.3,51.0,3.2,77.0,62.7,128.0
0.3,0.0,714.0,14.2,77.7,44.0,7.4,178.1,71.0,40.0
0.2,0.0,628.0,16.1,64.0,79.0,4.6,109.9,69.7,365.0
0.15,0.0,417.0,15.4,61.8,82.0,3.5,85.1,66.4,207.0
0.23,0.0,679.0,12.4,64.3,60.0,3.5,84.5,64.1,23136.0
0.27,0.0,737.0,16.3,69.9,65.0,5.8,138.2,73.3,250.0
0.25,0.0,690.0,18.2,71.6,69.0,4.1,99.1,73.1,100.0
0.3,0.0,707.0,17.3,77.8,53.0,5.0,120.0,68.8,10.0
0.27,0.0,696.0,19.1,78.4,57.0,4.1,98.2,72.9,32.0
0.29,0.0,719.0,13.3,66.9,59.0,7.7,183.7,62.6,36.0
0.26,0.0,666.0,15.8,75.6,52.0,4.4,105.0,72.8,125.0
0.25,0.0,602.0,18.1,79.1,53.0,4.3,103.6,78.3,166.0
0.3,0.0,685.0,15.8,80.3,45.0,5.4,129.2,90.0,25.0
0.21,0.0,603.0,20.6,72.2,55.74606916779595,3.0,71.3,71.2,51.0
0.32,0.0,727.0,15.1,97.1,25.0,5.1,123.2,75.2,3380.0
0.13,0.03,462.0,16.1,61.0,88.0,2.1,50.9,68.1,58.0
0.16,0.0,523.0,19.1,65.8,88.0,3.2,76.6,70.7,4531.0
0.22,0.0,569.0,14.6,78.7,44.0,2.3,55.2,76.9,96949.0
0.2,0.0,555.0,13.0,72.3,48.0,2.3,54.1,76.5,186.0
0.18,0.0,523.0,13.6,64.5,66.0,3.2,77.2,72.2,150.0
0.17,0.0,568.0,6.2,56.4,40.0,4.8,116.0,59.9,22.0
0.23,0.0,552.0,9.5,69.4,39.0,6.1,146.9,59.0,130.0
0.05,0.05,250.0,12.5,52.2,93.0,3.2,76.4,56.5,26.0
0.24,0.0,619.0,6.1,68.7,25.0,4.5,106.8,60.9,55.0
0.18377807907948257,0.0,600.0,6.6,65.0,31.0,7.3,176.2,77.3,45.0
0.13,0.0,437.0,11.1,55.8,73.0,2.5,59.0,64.3,120.0
0.18,0.0,513.0,16.1,68.0,69.0,5.2,123.6,65.8,20.0
0.03,0.02,162.0,13.7,57.2,86.0,3.3,78.2,67.0,28.0
0.24,0.0,699.0,14.8,64.3,72.0,4.7,113.3,69.7,20.0
0.24,0.0,641.0,14.8,78.3,45.0,4.1,97.6,69.1,80.0
0.18,0.0,520.0,18.3,70.2,73.0,2.5,60.2,66.0,96.0
0.13,0.04,430.0,15.1,61.1,82.0,3.4,81.9,65.4,131.0
0.18377807907948257,0.0,227.0,12.4,56.0,81.0,3.3,80.2,63.8,95.0
0.23,0.0,728.0,13.7,64.0,67.0,3.6,86.0,63.2,156.0
0.17,0.0,552.0,13.5,61.8,72.0,4.0,95.2,69.7,448.0
0.2,0.0,655.0,14.8,63.5,74.0,4.2,99.6,73.7,25.0
0.31,0.0,772.0,10.6,73.6,37.0,7.4,177.1,68.1,15.0
0.2,0.0,589.0,16.5,65.0,78.0,2.9,68.5,71.4,1926.0
0.25,0.0,713.0,15.3,71.7,58.0,3.9,94.0,73.7,250.0
0.25,0.0,697.0,15.5,67.8,67.0,4.6,109.7,78.8,200.0
0.31,0.0,671.0,12.1,78.6,36.0,5.2,125.1,76.6,34.0
0.33,0.0,754.0,14.8,79.6,43.0,6.0,145.0,72.5,520.0
0.22,0.0,456.0,14.8,82.3,39.0,4.6,110.5,75.5,98.0
0.31,0.02,697.0,12.9,80.9,36.0,4.6,109.5,88.5,19.0
0.25,0.0,622.0,14.2,74.9,48.0,4.2,101.5,74.2,350.0
0.26,0.0,676.0,14.2,74.3,49.0,4.6,110.2,69.8,8799.0
0.21,0.0,658.0,17.5,65.6,81.0,3.3,80.2,71.9,91.0
0.21,0.0,656.0,17.6,65.9,81.0,3.5,84.3,72.9,200.0
0.19,0.0,602.0,18.3,66.6,82.0,3.3,79.2,78.2,10.0
0.25,0.0,596.0,13.4,77.7,41.0,4.5,108.1,74.0,11.0
0.18,0.0,587.0,19.7,68.0,84.0,3.3,79.8,70.3,42.0
0.22,0.02,641.0,12.8,65.2,60.0,3.6,86.9,59.7,145.0
0.19,0.0,599.0,21.3,70.6,83.0,3.2,77.7,71.9,745.0
0.02,0.01,56.0,18.5,72.2,69.0,3.3,78.6,77.4,1806.0
0.23,0.0,585.0,17.8,80.2,51.0,3.4,82.6,76.0,328.0
0.16,0.0,466.0,21.5,72.3,79.0,3.3,78.4,78.9,50.0
0.22,0.01,634.0,12.6,67.6,54.0,3.4,82.6,60.5,200.0
0.18,0.0,579.0,20.3,68.8,84.0,3.2,76.1,71.0,9999.0
0.05,0.0,183.0,20.4,69.7,82.0,3.2,77.3,73.0,3126.0
