ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Air Temp (F),Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),FIRE_SIZE
0.13,0.0,447.0,17.1,65.7,79.0,2.3,55.7,67.23368450150501,0.01
0.2,0.0,446.0,10.5,82.6,28.0,3.2,75.9,67.23368450150501,0.25
0.18,0.0,445.0,16.6,83.2,54.759777686290654,3.5,84.7,72.7,0.5
0.15,0.0,420.0,10.5,79.5,31.0,1.0,25.2,69.7,0.1
0.2,0.0,430.0,11.1,78.8,33.0,4.3,104.1,70.4,0.01
0.14,0.0,371.0,20.9,78.6,62.0,1.8,44.3,76.8,0.01
0.14,0.0,408.0,17.7,79.9,51.0,1.4,32.8,70.5,0.2
0.11,0.0,301.0,18.2,75.6,60.0,2.5,59.9,67.23368450150501,0.25
0.11,0.0,329.0,19.3,77.2,61.0,1.3,30.7,71.3,0.25
0.02,0.0,118.0,18.2,63.4,91.0,3.0,71.4,67.23368450150501,0.1
0.13,0.0,409.0,18.5,71.0,71.0,2.3,55.4,67.23368450150501,0.12
0.07,0.0,255.0,16.5,62.9,84.0,3.8,90.3,67.23368450150501,0.1
0.15,0.0,352.0,18.6,80.8,52.0,5.4,128.6,78.2,0.01
0.08,0.0,239.0,18.0,70.5,71.0,4.4,105.6,73.1,100.0
0.07,0.0,216.0,14.1,66.4,64.0,3.9,92.4,71.8,0.01
0.08,0.012056074766355139,279.0,12.120135057471265,65.1,54.759777686290654,4.168932400665099,100.04498308583224,69.9,0.1
0.09,0.01,277.0,14.5,61.6,78.0,4.5,106.8,69.8,0.01
0.1,0.0,363.0,14.1,65.2,66.0,1.4,34.3,69.5,0.01
0.1,0.01,318.0,15.7,63.1,79.0,3.0,72.9,65.7,1.0
0.17,0.0,420.0,1.5,67.4,7.0,5.0,120.0,69.3,0.1
0.1,0.0,374.0,17.6,67.3,77.0,1.6,38.5,68.8,0.01
0.1,0.0,347.0,14.5,66.1,66.0,1.3,30.7,68.0,0.01
0.12,0.0,383.0,17.2,73.9,60.0,2.1,51.2,77.2,1.0
0.12,0.0,383.0,17.2,73.9,60.0,2.1,51.2,77.2,323.0
0.11,0.0,365.0,13.6,68.2,58.0,1.3,31.8,67.9,1.0
0.11,0.0,426.0,5.3,43.1,56.0,3.2,76.3,49.6,0.1
0.13,0.0,327.0,13.2,70.2,52.0,3.4,80.9,67.2,0.12
0.1,0.0,254.0,13.3,70.1,53.0,3.6,87.5,74.9,1.0
0.1,0.0,241.0,11.0,68.9,46.0,3.3,78.9,66.8,0.1
0.24,0.0,353.0,10.1,77.9,31.0,10.7,257.5,72.3,0.2
0.12,0.02,315.0,11.3,62.7,58.0,4.9,116.7,67.23368450150501,1.0
0.12,0.02,315.0,11.3,62.7,58.0,4.9,116.7,67.23368450150501,0.01
0.18,0.0,278.0,9.5,77.5,29.0,6.5,156.1,70.8,0.01
0.13,0.0,356.0,13.0,70.6,51.0,3.5,84.3,67.6,0.1
0.1,0.0,231.0,10.4,62.3,54.0,4.4,105.1,67.23368450150501,1.0
0.19,0.0,401.0,3.7,75.2,13.0,5.6,135.6,67.23368450150501,0.1
0.14,0.0,413.0,8.2,68.9,34.0,3.1,75.3,66.3,0.1
0.0,0.28,61.0,13.1,53.6,93.0,3.8,91.1,67.23368450150501,0.12
0.17,0.0,380.0,12.0,68.5,50.0,7.3,174.5,70.4,1.0
0.01,0.51,57.0,10.9,49.9,89.0,2.1,50.8,67.23368450150501,0.1
0.09,0.0,305.0,9.7,53.7,69.0,5.4,130.6,61.3,0.1
0.06,0.0,290.0,5.1,34.6,75.0,3.8,90.9,49.9,0.1
0.1,0.0,360.0,8.8,54.1,62.0,3.0,71.2,61.1,1.0
0.09,0.0,306.0,9.9,53.8,70.0,3.5,83.5,61.3,1.0
0.12,0.0,369.0,4.9,53.0,36.0,4.3,102.4,61.2,0.01
0.13,0.0,107.0,5.9,61.0,32.0,4.4,105.0,63.6,1.0
0.16,0.0,372.0,4.3,64.4,21.0,5.8,139.1,62.6,0.01
0.12,0.0,246.0,4.1,61.7,22.0,3.4,82.6,58.3,1.0
0.16,0.0,371.0,3.7,60.2,21.0,5.6,133.5,60.0,0.05
0.16,0.0,377.0,4.6,67.3,20.0,5.4,128.4,62.8,0.01
0.1,0.0,352.0,3.7,62.2,20.0,1.1,26.1,56.9,11.0
0.12,0.0,375.0,4.0,61.1,22.0,2.7,63.8,65.5,11.0
0.05,0.0,132.0,7.8,52.0,59.0,5.5,130.9,54.6,0.1
0.07,0.0,240.0,9.5,55.8,62.0,3.8,90.8,65.7,1.0
0.06,0.0,248.0,9.3,53.0,68.0,1.3,31.8,57.8,0.01
0.11,0.0,342.0,5.8,58.2,35.0,3.5,84.1,60.3,1.0
0.11,0.0,342.0,5.8,58.2,35.0,3.5,84.1,60.3,0.01
0.11,0.0,369.0,6.1,56.3,40.0,3.8,90.6,63.6,0.02
0.11,0.0,369.0,6.1,56.3,40.0,3.8,90.6,63.6,0.02
0.11,0.0,340.0,6.7,56.4,43.0,3.9,94.4,61.0,1.0
0.1,0.0,355.0,5.8,50.3,47.0,4.0,95.4,58.8,9.0
0.09,0.0,330.0,4.2,52.4,31.0,1.9,45.3,54.5,0.01
0.16,0.0,343.0,4.4,60.2,25.0,6.8,162.3,62.5,1.0
0.1,0.01,280.0,6.4,54.3,45.0,4.2,100.5,56.3,0.02
0.15,0.0,335.0,5.9,66.4,27.0,6.5,156.2,59.6,0.01
0.15,0.0,328.0,4.5,69.4,18.0,4.6,110.8,57.5,0.1
0.15,0.0,328.0,4.5,69.4,18.0,4.6,110.8,57.5,0.1
0.15,0.0,328.0,4.5,69.4,18.0,4.6,110.8,57.5,0.1
0.09,0.0,321.0,4.7,62.0,25.0,1.2,28.8,55.3,0.1
0.13,0.0,315.0,4.3,60.8,24.0,4.6,111.2,55.7,0.01
0.03,0.0,145.0,7.9,48.7,68.0,1.3,30.8,54.6,0.1
0.04,0.0,260.0,3.6,25.1,77.0,2.7,64.0,36.4,0.01
0.06,0.0,224.0,8.6,53.3,62.0,3.8,91.1,58.3,0.01
0.09,0.0,320.0,5.3,49.1,45.0,4.2,100.6,61.2,0.1
0.08,0.0,310.0,6.3,51.8,48.0,3.2,77.0,56.6,0.1
0.09,0.0,393.0,5.0,45.8,47.0,4.3,102.2,52.3,0.01
0.1859794472828611,0.0,341.0,2.6,36.5,36.0,2.3,55.5,50.7,0.1
0.08,0.0,267.0,6.4,50.7,51.0,4.3,102.3,55.2,0.01
0.07,0.0,285.0,6.6,53.3,48.0,1.7,40.0,55.6,0.1
0.06,0.0,125.0,3.0,49.3,25.0,3.3,79.0,50.1,0.1
0.1,0.02,306.0,6.9,54.2,48.0,5.0,119.0,58.9,0.1
0.25,0.0,691.0,8.1,66.3,37.0,4.1,97.7,69.4,156.0
0.21,0.0,623.0,12.5,59.4,72.0,5.2,125.3,61.1,70.0
0.09,0.0,295.0,12.6,58.6,75.0,6.5,156.3,62.8,139.0
0.25,0.0,703.0,10.2,64.1,50.0,5.2,125.6,72.5,7474.0
0.18,0.0,558.0,14.8,63.8,73.0,4.0,96.1,68.4,47.0
0.21,0.0,632.0,16.7,69.1,69.0,2.7,65.3,74.6,45.0
0.26,0.0,507.0,15.4,84.0,39.0,3.5,83.8,78.8,1785.0
0.23,0.0,719.0,17.4,67.6,76.0,2.5,59.1,71.3,1109.0
0.24,0.0,616.0,18.8,73.3,67.0,4.3,103.1,74.5,28.0
0.26,0.0,734.0,8.7,66.3,39.0,6.1,146.1,65.8,8110.0
0.32,0.0,639.0,14.3,89.9,30.0,3.4,80.9,81.9,518.0
0.24,0.01,668.0,19.9,73.3,71.0,3.2,77.2,71.2,150.0
0.27,0.0,685.0,9.2,66.7,41.0,6.9,166.6,63.2,50.0
0.1859794472828611,0.0,557.0,15.0,59.0,88.0,5.1,122.0,64.3,12518.0
0.1859794472828611,0.0,447.0,15.6,60.6,86.0,6.2,147.6,65.4,215.0
0.13,0.0,412.0,16.6,65.2,78.0,3.2,77.7,68.5,4824.0
0.29,0.0,666.0,14.1,83.3,36.0,5.6,135.3,71.5,15.0
0.19,0.0,521.0,5.5,57.7,34.0,4.8,116.3,60.9,1350.0
0.1,0.0,585.0,14.2,58.9,84.0,4.6,109.4,66.6,225.0
0.18,0.0,509.0,14.0,65.8,65.0,4.6,111.0,66.4,14.0
0.2,0.0,617.0,16.5,65.4,77.0,2.3,56.2,63.1,486.0
0.28,0.01,627.0,9.5,78.2,29.0,3.9,93.8,67.0,35.0
0.28,0.0,613.0,16.4,79.4,48.0,5.0,120.5,67.7,10.0
0.35,0.0,649.0,7.9,79.6,23.0,9.4,226.0,72.6,48.0
0.28,0.0,666.0,12.1,72.1,45.0,4.8,115.5,71.5,27.0
0.25,0.0,695.0,16.6,68.9,69.0,3.7,89.1,76.4,25.0
0.21,0.0,665.0,10.3,56.5,66.0,6.4,153.1,68.4,33.0
0.13,0.0,400.0,10.0,55.7,66.0,6.2,148.1,62.4,28.0
0.29,0.0,687.0,12.2,79.4,36.0,4.4,106.4,65.7,153.0
0.24,0.0,753.0,4.7,51.1,37.0,3.5,84.0,53.0,1503.0
0.11,0.0,336.0,11.2,59.1,66.0,5.9,142.2,62.8,760.0
0.27,0.1,674.0,20.9,80.1,54.759777686290654,4.3,102.8,70.1,670.0
0.11,0.0,388.0,15.9,61.4,85.0,3.6,87.4,65.4,55.0
0.17,0.0,550.0,15.3,65.1,72.0,1.0,24.0,70.8,41.0
0.14,0.0,304.0,11.3,68.4,48.0,4.9,118.2,81.1,1200.0
0.28,0.0,680.0,15.2,77.7,47.0,3.9,92.6,68.6,50.0
0.24,0.0,638.0,17.8,72.8,65.0,4.1,99.2,72.7,30.0
0.25,0.0,733.0,8.4,62.3,44.0,4.6,110.9,59.8,13.0
0.15,0.0,508.0,17.6,62.0,93.0,3.8,90.3,69.1,50.0
0.22,0.0,608.0,16.7,68.9,69.0,4.8,116.2,69.6,33.0
0.19,0.0,617.0,15.3,62.0,81.0,3.3,79.5,67.0,58.0
0.22,0.01,621.0,13.5,68.8,56.0,5.1,122.4,70.5,46.0
0.27,0.0,755.0,9.9,66.8,44.0,4.1,97.5,69.2,32.0
0.26,0.0,702.0,11.3,70.8,44.0,3.7,87.8,67.3,10.0
0.3,0.06,691.0,17.4,84.1,44.0,4.1,99.2,71.4,460.0
0.25,0.0,704.0,16.6,69.0,69.0,3.9,94.1,67.23368450150501,50.0
0.31,0.0,681.0,11.6,80.7,32.0,4.1,99.3,69.8,72.0
0.16,0.02,559.0,14.3,55.8,94.0,3.9,93.0,65.3,47.0
0.27,0.0,674.0,31.6,92.2,54.759777686290654,4.7,113.8,76.8,85.0
0.27,0.0,674.0,31.6,92.2,54.759777686290654,4.7,113.8,76.8,20.0
0.31,0.0,801.0,9.7,78.0,30.0,9.5,227.4,71.1,63.0
0.27,0.0,738.0,10.8,66.4,49.0,5.5,131.2,65.9,100.0
0.25,0.06,578.0,11.8,82.7,31.0,3.7,87.7,76.4,122.0
0.3,0.0,680.0,14.0,81.0,39.0,4.6,111.4,73.1,19.0
0.25,0.0,610.0,16.3,79.3,48.0,4.0,96.5,79.8,1044.0
0.34,0.0,774.0,15.0,96.6,25.0,3.8,90.4,84.9,62.0
0.04,0.0,251.0,18.3,67.7,79.0,3.5,84.2,72.1,2662.0
0.2,0.0,563.0,17.7,69.4,72.0,2.7,64.3,71.3,105.0
0.21,0.0,486.0,13.1,76.7,42.0,2.4,58.0,69.0,74.0
0.1859794472828611,0.0,485.0,16.4,62.8,84.0,4.9,117.0,67.23368450150501,444.0
0.27,0.0,552.0,14.1,89.4,30.0,4.0,95.5,84.2,35.0
0.04,0.0,251.0,18.3,67.7,79.0,3.5,84.2,72.1,9217.0
0.23,0.0,516.0,14.3,77.1,45.0,4.5,107.1,73.6,23.0
0.24,0.0,533.0,17.8,83.9,45.0,4.3,103.8,86.5,183.0
0.2,0.0,477.0,12.6,73.6,45.0,3.5,84.1,85.4,184.0
0.11,0.0,361.0,17.4,68.5,73.0,3.3,78.1,80.8,50.0
0.1,0.0,336.0,14.8,60.9,81.0,3.4,81.3,68.8,281893.0
0.09,0.01,320.0,13.3,59.9,76.0,3.1,75.4,66.0,15619.0
0.09,0.0,296.0,12.6,59.7,72.0,4.8,115.8,61.3,6049.0
0.1,0.0,354.0,13.6,61.6,73.0,2.8,67.3,62.9,422.0
0.08,0.0,269.0,12.0,60.8,66.0,3.1,75.2,56.9,300.0
0.1859794472828611,0.0,272.0,14.6,60.5,81.0,1.0,24.0,58.1,14.0
0.03,0.0,508.52555351611795,0.0,66.41848091800637,54.759777686290654,4.1,99.1,67.23368450150501,14.0
0.12,0.0,260.0,6.3,71.8,24.0,3.4,81.3,60.2,45.0
0.19,0.0,481.0,6.8,59.3,39.0,7.8,186.5,62.0,15.0
0.14,0.0,479.0,12.4,58.0,76.0,5.1,122.9,58.5,18.0
0.08,0.02,316.0,11.2,56.1,73.0,3.5,84.4,62.7,300.0
0.16,0.0,0.0,13.5,52.7,99.0,1.4,32.5,61.2,70.0
0.18,0.0,531.0,14.4,65.2,68.0,3.9,92.7,61.8,15.0
0.26,0.0,614.0,9.0,75.7,30.0,6.5,155.9,63.0,18.0
0.19,0.0,681.0,7.6,48.3,66.0,4.2,101.0,63.0,60.0
0.21,0.0,620.0,5.6,56.0,36.0,5.1,121.6,61.6,1261.0
0.28,0.0,666.0,8.6,75.8,28.0,5.1,123.2,73.0,10.0
0.18,0.0,607.0,11.7,60.2,66.0,1.0,25.2,62.6,175.0
0.21,0.0,304.0,12.8,66.2,58.0,2.7,64.9,61.3,10.0
0.29,0.0,156.0,6.6,77.1,21.0,3.9,93.4,62.3,11.0
0.27,0.0,668.0,9.6,73.2,34.0,4.0,95.6,61.3,17.0
0.25,0.01,691.0,14.1,68.0,60.0,4.7,111.7,65.4,38.0
0.24,0.0,713.0,11.2,64.0,55.0,3.3,79.9,66.0,10.0
0.25,0.0,703.0,11.1,70.3,44.0,3.4,81.0,63.3,12.0
0.05,0.0,235.0,12.5,59.2,73.0,1.1,25.6,64.9,155.0
0.09,0.0,328.0,13.1,60.3,73.0,2.4,58.5,65.6,20.0
0.19,0.0,646.0,10.4,53.9,73.0,3.3,78.7,64.9,60.0
0.1859794472828611,0.0,513.0,12.6,57.2,79.0,3.5,83.3,61.7,10.0
0.2,0.0,707.0,12.8,56.1,84.0,5.2,124.2,64.7,260.0
0.32,0.0,720.0,12.6,79.0,37.0,4.8,114.6,80.3,95.0
0.15,0.0,473.0,10.2,58.8,60.0,4.9,117.7,68.8,33.0
0.11,0.0,410.0,14.9,60.7,82.0,2.6,63.2,70.1,113.0
0.15,0.0,505.0,10.6,57.8,54.759777686290654,3.4,80.4,71.2,28.0
0.23,0.0,703.0,15.4,66.1,70.0,2.8,67.3,69.1,128.0
0.31,0.0,707.0,19.9,86.3,46.0,5.7,137.3,75.5,40.0
0.26,0.0,720.0,16.8,69.3,69.0,4.5,108.6,74.1,365.0
0.22,0.01,641.0,14.9,64.8,71.0,3.0,72.1,70.0,207.0
0.22,0.0,618.0,15.3,66.41848091800637,54.759777686290654,3.7,88.5,68.8,23136.0
0.06,0.0,224.0,24.1,75.9,79.0,3.1,75.0,78.4,250.0
0.25,0.0,652.0,22.5,76.6,72.0,3.9,92.6,80.3,100.0
0.27,0.0,626.0,17.1,79.1,51.0,5.7,136.7,74.7,10.0
0.28,0.0,632.0,20.1,85.4,48.0,4.4,106.5,78.3,32.0
0.0,0.0,0.0,15.5,73.1,56.0,3.0,71.7,82.8,36.0
0.27,0.0,593.0,16.5,84.1,41.0,4.0,94.9,77.6,125.0
0.25,0.0,569.0,16.8,80.0,48.0,4.0,95.9,77.3,166.0
0.26,0.0,631.0,18.9,76.2,61.0,5.1,122.5,87.8,25.0
0.2,0.0,547.0,22.2,74.3,54.759777686290654,2.9,70.1,72.4,51.0
0.26,0.0,646.0,12.3,74.8,42.0,4.5,107.6,68.9,3380.0
0.13,0.03,471.0,13.6,57.8,83.0,2.6,62.0,64.5,58.0
0.13,0.0,450.0,15.7,64.1,77.0,2.3,55.2,67.0,4531.0
0.12,0.0,421.0,14.3,64.6,69.0,1.0,24.0,71.9,96949.0
0.06,0.07,231.0,16.3,63.9,80.0,1.0,24.0,71.3,186.0
0.16,0.0,460.0,6.3,63.5,32.0,3.6,86.3,67.7,150.0
0.21,0.0,657.0,10.8,61.4,58.0,4.8,115.6,64.7,22.0
0.25,0.0,669.0,9.1,75.4,30.0,3.2,77.0,64.2,130.0
0.16,0.0,480.0,17.3,67.1,76.0,5.7,136.5,62.8,26.0
0.33,0.0,674.0,11.1,72.6,41.0,11.5,276.9,68.1,55.0
0.1859794472828611,0.0,671.0,11.6,69.8,47.0,8.3,199.6,82.5,45.0
0.1,0.02,368.0,11.9,54.3,83.0,3.9,92.7,63.8,120.0
0.23,0.0,674.0,14.4,65.8,66.0,3.4,81.2,62.6,20.0
0.2,0.0,674.0,15.0,62.5,78.0,3.9,94.5,69.4,28.0
0.3,0.0,676.0,13.9,88.1,54.759777686290654,4.2,100.2,81.5,20.0
0.38,0.0,741.0,13.0,98.1,21.0,6.7,160.5,72.2,80.0
0.25,0.0,668.0,16.2,72.0,60.0,4.7,113.6,72.8,96.0
0.11,0.0,371.0,16.3,62.5,85.0,3.9,92.6,68.3,131.0
0.1859794472828611,0.0,573.0,15.1,61.1,82.0,3.7,88.6,72.5,95.0
0.25,0.0,743.0,16.6,70.3,66.0,4.2,100.8,71.2,156.0
0.23,0.0,724.0,16.5,65.8,76.0,3.9,94.0,75.2,448.0
0.24,0.0,681.0,20.3,75.0,68.0,3.7,88.3,78.4,25.0
0.31,0.0,682.0,7.1,81.5,19.0,5.3,126.8,71.7,15.0
0.22,0.0,562.0,18.1,76.8,57.0,3.1,74.7,74.7,1926.0
0.26,0.0,685.0,15.7,75.0,53.0,3.9,92.8,75.0,250.0
0.23,0.0,640.0,16.0,66.5,72.0,4.6,109.4,81.8,200.0
0.26,0.0,622.0,11.2,76.1,37.0,3.6,86.9,73.2,34.0
0.33,0.0,710.0,12.0,84.8,29.0,4.8,115.1,71.6,520.0
0.26,0.0,608.0,9.3,72.6,34.0,4.7,112.9,72.8,98.0
0.26,0.0,621.0,12.0,82.9,31.0,3.8,92.0,88.7,19.0
0.16,0.0,443.0,16.3,69.4,66.0,5.1,122.9,75.4,350.0
0.13,0.0,364.0,15.2,66.0,69.0,4.3,102.6,68.7,8799.0
0.16,0.0,510.0,17.4,65.9,80.0,3.2,76.2,69.1,91.0
0.19,0.0,560.0,15.9,66.5,72.0,4.1,98.6,71.9,200.0
0.17,0.0,500.0,20.6,74.2,71.0,2.8,66.7,77.8,10.0
0.2,0.0,501.0,11.4,74.8,39.0,3.0,72.1,71.6,11.0
0.17,0.0,540.0,19.3,69.3,79.0,3.2,76.1,69.3,42.0
0.18,0.01,539.0,8.5,57.1,54.0,3.7,87.7,55.1,145.0
0.06,0.03,225.0,18.6,65.4,87.0,3.4,80.7,69.5,745.0
0.16,0.0,501.0,10.5,58.5,63.0,3.6,87.3,69.9,1806.0
0.15,0.0,528.0,10.6,61.0,58.0,3.1,73.4,67.3,328.0
0.16,0.0,529.0,12.5,60.8,69.0,5.0,119.3,70.3,50.0
0.12,0.0,521.0,6.6,41.1,76.0,1.9,45.4,52.6,200.0
0.16,0.06,502.0,10.8,59.3,63.0,3.7,89.7,61.5,9999.0
0.14,0.0,380.0,10.1,67.9,43.0,2.5,59.1,67.2,3126.0
